UnitNo,Region,RegionCode,NonUtcBU,NonUtcBUCode,BU,BUCode,LocationCode,ProductLine,SAMClassCode,SAMClass,RevenueStatus,Make,Model,ModelYear,EngineModel,VIN,OdometerMiles,TermOutDate,NBV,BookLife,Age,CustomerNo,CustomerName,RatedMargin12Mo,ActualMargin12Mo,RatedMiles12Mo,ActualMiles12Mo,FinalMVAType,MVATurnInDate,MVAFinalApproval,MVAApprovalDate,EndBillDate,AccountingStatus,OSECondition,OSEStatus,DispConditionCode,DepositDate,DepositStatus,LTDMargin,LTDMiles,Modified,Created,Action,UTCAcceptedDate,UTCAcceptedLoc,DeprAmount,UTCAcceptedPL,OSCost,DeId,GoNoGo,IsRR
148331,WEST REGION,3488,ROCKY MOUNTAIN CBU,3125,ROCKY MOUNTAIN CBU,3125,256,RPM,140,T/A Tractor,NYE    ,INTL,8600,2008,C13'07 410/2100,1HSHXSBR48J645236,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148332,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,140,T/A Tractor,NYE    ,INTL,8600,2008,ISM'07 410/1800,1HSHXAHR28J649027,81252,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-77400,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148341,WEST REGION,3488,GREAT PLAINS CBU,3139,GREAT PLAINS CBU,3139,308,RPM,140,T/A Tractor,NYE    ,INTL,8600,2008,C13'07 410/2100,1HSHXSBR08J645217,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148348,RVS INTRNL FLEET VS,5349,RVS UTC WEST FLEET,3408,RVS UTC WEST FLEET,3408,3408,OFFL,140,T/A Tractor,NULL,INTL,8600,2009,C13'07 410/2100,1HSHXSBR99J082606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,Ryder Verified,NULL,NULL,0,NULL,28:16.4,18:54.5,U,00:00.0,1579,NULL,NULL,NULL,NULL,NULL,NULL
148349,WEST REGION,3488,ROCKY MOUNTAIN CBU,3125,ROCKY MOUNTAIN CBU,3125,446,RPM,140,T/A Tractor,NYE    ,INTL,8600,2008,ISM'07 410/1800,1HSHXAHR28J639453,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148355,WEST REGION,3488,SOUTH TEXAS CBU,3121,SOUTH TEXAS CBU,3121,401,RPM,140,T/A Tractor,NYE    ,INTL,8600,2010,C13'07 410/2100,1HSHXSBR7AJ160899,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-5200,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148357,RVS INTRNL FLEET VS,5349,UTC WEST REGION,3402,RVS UTC WEST FLEET,3408,3408,OFFL,175,Unidentifiable Tractor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,Ryder Verified,NULL,NULL,0,NULL,28:16.4,00:38.3,U,00:00.0,3408,NULL,NULL,NULL,NULL,NULL,NULL
148358,WEST REGION,3488,SOUTH TEXAS CBU,3121,SOUTH TEXAS CBU,3121,401,RPM,140,T/A Tractor,NLE    ,INTL,8600,2008,C13'07 410/2100,1HSHXSBR18J645209,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-5200,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148370,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,140,T/A Tractor,NLE    ,INTL,8600,2008,ISM'07 410/1800,1HSHXAHR78J649041,150214,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-321500,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148378,WEST REGION,3488,NORTHWEST CBU,3181,NORTHWEST CBU,3181,204,RPM,140,T/A Tractor,NYE    ,INTL,8600,2008,C13'07 410/2100,1HSHXSBR88J645191,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148381,WEST REGION,3488,GREAT PLAINS CBU,3139,GREAT PLAINS CBU,3139,988,RPM,140,T/A Tractor,NYE    ,INTL,8600,2008,C13'07 410/2100,1HSHXSBR18J645226,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148391,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,140,T/A Tractor,NYE    ,INTL,8600,2008,C13'07 410/2100,1HSHXSBR68J645223,197460,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-23900,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148392,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,140,T/A Tractor,NYE    ,INTL,8600,2010,C13'07 410/2100,1HSHXSBR7AJ160918,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148400,WEST REGION,3488,GREAT PLAINS CBU,3139,GREAT PLAINS CBU,3139,137,RPM,140,T/A Tractor,NYE    ,INTL,8600,2009,C13'07 410/2100,1HSHXSBR09J082624,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,5000,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148404,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,140,T/A Tractor,NLE    ,INTL,8600,2008,C13'07 410/2100,1HSHXSBR78J645246,222332,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-61700,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148411,WEST REGION,3488,NORTHWEST CBU,3181,NORTHWEST CBU,3181,2141,RPM,140,T/A Tractor,NYE    ,INTL,8600,2009,C13'07 410/2100,1HSHXSBR59J082621,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148418,FMS EAST REGION,3450,GEORGIA CBU,3339,GEORGIA CBU,3339,500,RPM,140,T/A Tractor,NYE    ,INTL,8600,2008,C13'07 410/2100,1HSHXSBR58J645228,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148456,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B3ES801713,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148462,FMS EAST REGION,3450,DMV CBU,3311,DMV CBU,3311,97,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B1ES800480,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148477,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B2ES801007,526148,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148481,CENTRAL REGION,3472,GULF COAST CBU,3028,GULF COAST CBU,3028,586,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B8ES801836,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148485,CENTRAL REGION,3472,GULF COAST CBU,3028,GULF COAST CBU,3028,239,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B5ES800479,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148493,CENTRAL REGION,3472,MID SOUTH CBU,3092,MID SOUTH CBU,3092,395,RPM,30,Truck >=8K <= 16K GVW,NLE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B1ES801029,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148504,CENTRAL REGION,3472,BLUEGRASS CBU,3087,BLUEGRASS CBU,3087,545,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B4ES801168,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148506,CENTRAL REGION,3472,BLUEGRASS CBU,3087,BLUEGRASS CBU,3087,1533,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B7ES801715,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148507,CENTRAL REGION,3472,BLUEGRASS CBU,3087,BLUEGRASS CBU,3087,565,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B8ES800363,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148509,CENTRAL REGION,3472,BLUEGRASS CBU,3087,BLUEGRASS CBU,3087,636,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B8ES801707,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148511,CENTRAL REGION,3472,BLUEGRASS CBU,3087,BLUEGRASS CBU,3087,114,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B5ES801857,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148516,CENTRAL REGION,3472,INDY GRND RAPIDS CBU,3057,INDY GRND RAPIDS CBU,3057,2743,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B6ES800748,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148520,WEST REGION,3488,GREAT PLAINS CBU,3139,GREAT PLAINS CBU,3139,308,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B0ES801832,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148521,WEST REGION,3488,GREAT PLAINS CBU,3139,GREAT PLAINS CBU,3139,1112,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B1ES800558,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148523,FMS EAST REGION,3450,FLORIDA CBU,3343,FLORIDA CBU,3343,440,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B9ES801716,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148525,WEST REGION,3488,SOUTHERN PLAINS CBU,3112,SOUTHERN PLAINS CBU,3112,889,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1BXES801028,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148531,WEST REGION,3488,GREAT PLAINS CBU,3139,GREAT PLAINS CBU,3139,381,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B2ES801881,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148533,WEST REGION,3488,SOUTHERN PLAINS CBU,3112,SOUTHERN PLAINS CBU,3112,273,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B9ES801439,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148536,WEST REGION,3488,SOUTH TEXAS CBU,3121,SOUTH TEXAS CBU,3121,222,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B0ES801166,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148537,WEST REGION,3488,NORTHWEST CBU,3181,NORTHWEST CBU,3181,2141,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B1ES802150,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148538,FMS EAST REGION,3450,GEORGIA CBU,3339,GEORGIA CBU,3339,698,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B3ES801856,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148541,CENTRAL REGION,3472,MID SOUTH CBU,3092,MID SOUTH CBU,3092,1125,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B2ES800214,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148542,WEST REGION,3488,SOUTHERN PLAINS CBU,3112,SOUTHERN PLAINS CBU,3112,859,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B3ES801033,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148543,CENTRAL REGION,3472,MID SOUTH CBU,3092,MID SOUTH CBU,3092,395,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B8ES800752,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148544,WEST REGION,3488,ROCKY MOUNTAIN CBU,3125,ROCKY MOUNTAIN CBU,3125,155,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B8ES801383,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148552,CENTRAL REGION,3472,BLUEGRASS CBU,3087,BLUEGRASS CBU,3087,2667,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B2ES801170,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148553,CENTRAL REGION,3472,GULF COAST CBU,3028,GULF COAST CBU,3028,195,RPM,30,Truck >=8K <= 16K GVW,EARNING,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B7ES800757,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148556,FMS EAST REGION,3450,LONG ISLAND CBU,3249,LONG ISLAND CBU,3249,732,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B3ES800366,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148558,FMS EAST REGION,3450,LONG ISLAND CBU,3249,LONG ISLAND CBU,3249,732,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B7ES802153,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148559,FMS EAST REGION,3450,EAST N ENGLAND CBU,3220,EAST N ENGLAND CBU,3220,680,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR HD                        ,2014,4HEIX,54DC4W1B6ES802144,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148581,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,236,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR                           ,2015,4HEIX,JALC4W167F7K00556,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148582,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,2672,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR                           ,2015,4HEIX,JALC4W165F7K00216,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,2600,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148583,RVS INTRNL FLEET VS,5349,RVS UTC WEST FLEET,3408,RVS UTC WEST FLEET,3408,3408,OFFL,30,Truck >=8K <= 16K GVW,NULL,ISUZ,NPR HD                        ,2013,NULL,54DC4W1C9DS802890,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,Ryder Verified,NULL,NULL,0,NULL,28:16.4,18:54.5,U,00:00.0,1579,NULL,NULL,NULL,NULL,NULL,NULL
148584,CENTRAL REGION,3472,GULF COAST CBU,3028,GULF COAST CBU,3028,341,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR                           ,2015,4HEIX,JALC4W168F7K00212,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-5200,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148585,CENTRAL REGION,3472,GULF COAST CBU,3028,GULF COAST CBU,3028,341,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR                           ,2015,4HEIX,JALC4W162F7K00156,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148591,CENTRAL REGION,3472,MID SOUTH CBU,3092,MID SOUTH CBU,3092,395,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR                           ,2015,4HEIX,JALC4W164F7K00224,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148596,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR                           ,2015,4HEIX,JALC4W162F7K00187,148596,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
148599,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR                           ,2015,NULL,54DC4W1B3FS801728,148599,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
148603,WEST REGION,3488,ROCKY MOUNTAIN CBU,3125,ROCKY MOUNTAIN CBU,3125,128,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,NPR                           ,2013,NULL,54DC4W1C3DS802769,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
