vehicle_grp,class,age_acpt,proceeds,age_sale,age_sale_grp,cond_code,days_on_lot,Ask,Take,Proceed_Over_Ask,Proceed_Over_Take,LOCATION_CODE__c,y
TRUCK,100,86,26000,98,097 - 102,10,354,33857,30857,0.76793573,0.842596494,2495,0
TRAILER,200,132,7200,135,133 - 138,50,92,8862,7862,0.812457685,0.915797507,3274,0
TRUCK,60,52,29500,58,055 - 060,10,183,38441,37441,0.767409797,0.787906306,2495,0
TRUCK,10,53,10000,59,055 - 060,10,184,21072,20072,0.474563402,0.498206457,2785,1
TRACTOR,132,92,17995,94,091 - 096,50,43,28517,25517,0.631027107,0.70521613,2483,0
TRACTOR,170,101,28500,105,103 - 108,10,119,38088,33088,0.748267171,0.861339458,3274,0
TRAILER,180,133,1500,133,133 - 138,30,28,8000,7000,0.1875,0.214285714,3196,0
TRAILER,180,151,5200,151,151 - 156,30,7,12700,11700,0.409448819,0.444444444,2768,0
TRAILER,180,120,9500,123,121 - 126,10,94,12500,11500,0.76,0.826086957,2443,0
TRAILER,180,113,12250,117,115 - 120,10,121,14535,13535,0.842793258,0.905060953,2750,0
TRAILER,180,164,11000,165,163 - 168,50,36,12220,11220,0.900163666,0.980392157,3289,0
TRAILER,190,141,11205,142,139 - 144,10,41,13390,11390,0.836818521,0.983757682,3289,0
TRAILER,180,143,1250,158,157 - 162,30,436,8875,7875,0.14084507,0.158730159,2443,0
TRUCK,100,163,5000,164,163 - 168,30,43,21169,18169,0.236194435,0.275194012,3123,0
TRACTOR,170,88,23200,92,091 - 096,10,120,31733,28733,0.731100117,0.807433961,2443,0
TRACTOR,140,76,44280,82,079 - 084,10,188,49727,46727,0.890461922,0.94763199,3280,0
TRUCK,100,99,17150,105,103 - 108,10,192,35928,32928,0.477343576,0.520833333,2408,1
TRACTOR,130,101,19000,107,103 - 108,10,182,28336,26336,0.670525127,0.72144593,2446,0
TRACTOR,140,108,25500,112,109 - 114,10,124,32619,29619,0.781752966,0.86093386,2616,0
TRUCK,90,152,2000,155,151 - 156,30,101,32610,29610,0.06133088,0.067544748,2785,1
TRACTOR,140,90,28500,96,091 - 096,10,180,31840,28840,0.895100503,0.988210818,2444,0
TRUCK,21,48,20750,50,049 - 054,50,54,27809,26809,0.746161315,0.773993808,2682,0
TRAILER,190,133,7500,133,133 - 138,50,3,10500,9500,0.714285714,0.789473684,3280,0
TRUCK,30,57,14100,63,061 - 066,10,204,28406,26406,0.496374006,0.533969552,2619,1
TRUCK,70,76,20921,77,073 - 078,10,36,41345,40345,0.5060104,0.518552485,2443,0
TRUCK,30,69,19000,72,067 - 072,10,85,25900,24900,0.733590734,0.763052209,2785,1
TRUCK,60,33,40000,39,037 - 042,10,187,48168,45168,0.830426839,0.885582713,3403,0
TRUCK,70,78,24600,82,079 - 084,10,102,28642,27642,0.85887857,0.889950076,3227,0
TRACTOR,170,77,21000,79,079 - 084,10,69,47554,41554,0.44160323,0.505366511,2785,1
TRACTOR,140,68,16000,77,073 - 078,10,272,35439,32439,0.451480008,0.493233454,2619,1
TRACTOR,170,111,34905,113,109 - 114,10,56,41187,36187,0.847476145,0.964572913,2380,0
TRUCK,30,67,12850,73,073 - 078,10,183,22718,21718,0.565630777,0.591675108,2785,1
TRUCK,70,58,29995,64,061 - 066,10,179,36164,33164,0.829415994,0.904444579,3227,0
TRUCK,50,82,21125,85,085 - 090,10,85,21125,20125,1,1.049689441,3377,0
TRUCK,30,55,26800,59,055 - 060,10,136,30269,28269,0.885394298,0.94803495,2382,0
TRACTOR,140,70,36000,72,067 - 072,10,32,41000,38000,0.878048781,0.947368421,2382,0
TRUCK,30,65,17595,69,067 - 072,10,140,21473,19473,0.819401108,0.903558774,2756,0
TRACTOR,170,102,35000,103,103 - 108,10,40,43451,38451,0.805505052,0.910249408,2616,0
TRACTOR,170,79,28000,82,079 - 084,10,83,53200,47200,0.52631579,0.593220339,2619,1
TRUCK,60,112,6000,114,109 - 114,30,38,35210,32210,0.170406135,0.186277554,2768,0
TRACTOR,170,73,31900,74,073 - 078,10,34,37750,34750,0.845033113,0.917985612,2768,0
TRACTOR,140,89,25500,93,091 - 096,10,100,34383,31383,0.741645581,0.812541822,2392,0
TRACTOR,130,86,9000,99,097 - 102,10,389,20000,18000,0.45,0.5,2785,1
TRUCK,60,83,19000,88,085 - 090,50,137,26039,26039,0.729674719,0.729674719,2027,0
TRUCK,60,88,33000,90,085 - 090,10,45,37839,34839,0.872116071,0.947214329,2495,0
TRUCK,70,64,17000,73,073 - 078,50,273,38394,35394,0.442777517,0.480307397,2785,1
TRAILER,180,135,9000,135,133 - 138,50,7,11500,10500,0.782608696,0.857142857,2443,0
TRACTOR,170,81,9000,81,079 - 084,30,18,35423,29423,0.254072213,0.305883153,2389,0
TRACTOR,130,90,11830,91,091 - 096,50,39,13999,12999,0.845060362,0.910070005,3227,0
TRUCK,60,82,30753,84,079 - 084,10,74,37169,34169,0.827383034,0.90002634,3227,0
TRAILER,180,137,3250,137,133 - 138,30,1,7650,6650,0.424836601,0.488721805,2768,0
TRUCK,100,81,38000,83,079 - 084,10,67,42013,39013,0.904481946,0.974034296,2709,0
TRACTOR,140,116,27499,116,115 - 120,10,25,25331,22331,1.08558683,1.231427164,2403,0
TRUCK,90,51,11600,59,055 - 060,10,266,39905,36905,0.29069039,0.314320553,2785,1
TRUCK,21,60,18495,71,067 - 072,50,343,25520,24520,0.724725705,0.754282219,2709,0
TRAILER,180,161,4000,170,169 - 174,50,257,9032,8032,0.442869796,0.498007968,3408,1
TRUCK,60,72,13000,78,073 - 078,10,186,24938,21938,0.521292806,0.592579087,2619,1
TRAILER,180,141,8605,142,139 - 144,50,15,15450,14450,0.556957929,0.59550173,3408,1
TRACTOR,140,90,29003,97,097 - 102,10,207,42258,39258,0.686331582,0.738779357,3289,0
TRACTOR,140,90,16200,93,091 - 096,50,113,20013,19013,0.809473842,0.852048598,2686,0
TRUCK,60,72,23500,81,079 - 084,10,252,33319,30319,0.70530328,0.775091527,2686,0
TRUCK,70,91,35797,93,091 - 096,10,70,35797,34797,1,1.02873811,3227,0
TRAILER,200,108,11655,117,115 - 120,10,273,13950,12950,0.835483871,0.9,2616,0
TRUCK,50,119,15000,127,127 - 132,50,224,22070,19070,0.679655641,0.786575774,1328,0
TRAILER,200,111,3750,125,121 - 126,50,415,11421,10421,0.328342527,0.359850302,2756,0
TRUCK,50,90,11700,102,097 - 102,10,375,31643,28643,0.369750024,0.408476766,2408,1
TRUCK,60,58,26000,64,061 - 066,10,184,48215,45215,0.53925127,0.57503041,2408,1
TRACTOR,140,127,15400,133,133 - 138,10,192,30754,27754,0.50074787,0.554874973,2785,1
TRACTOR,170,51,28000,60,055 - 060,10,280,45847,42847,0.610726983,0.653487992,2389,0
TRACTOR,132,115,13500,116,115 - 120,30,30,23000,20000,0.586956522,0.675,2495,0
TRUCK,121,129,24999,135,133 - 138,10,179,36750,33750,0.680244898,0.740711111,3381,0
TRUCK,30,91,17500,93,091 - 096,10,66,20941,18941,0.8356812,0.923921651,1328,0
TRAILER,180,128,8500,129,127 - 132,10,60,12500,11500,0.68,0.739130435,2566,0
TRUCK,120,123,25000,127,127 - 132,10,109,35942,32942,0.695565077,0.758909599,2619,1
TRUCK,110,92,20836,93,091 - 096,50,39,31005,28005,0.672020642,0.744009998,2027,0
TRACTOR,140,95,12000,100,097 - 102,10,161,30222,29222,0.397061743,0.410649511,2619,1
TRACTOR,140,96,31000,96,091 - 096,10,2,35060,34060,0.884198517,0.910158544,2444,0
TRAILER,200,155,4000,165,163 - 168,50,303,6620,5620,0.604229607,0.711743772,2390,0
TRAILER,200,125,4200,127,127 - 132,30,70,18250,17250,0.230136986,0.243478261,2438,0
TRACTOR,140,134,18275,135,133 - 138,10,33,26109,23109,0.699950209,0.79081743,3274,0
TRUCK,100,81,33250,85,085 - 090,10,121,34843,31843,0.95428063,1.044185535,3284,0
TRUCK,60,87,16500,93,091 - 096,10,205,36714,33714,0.44941984,0.489410927,2785,1
TRACTOR,130,94,6500,99,097 - 102,50,138,12999,11999,0.500038465,0.541711809,3408,1
TRACTOR,170,121,21000,122,121 - 126,10,36,20976,17976,1.001144165,1.168224299,2382,0
TRACTOR,130,64,30680,68,067 - 072,10,133,40680,37680,0.754178958,0.814225053,3397,0
TRUCK,70,91,36081,91,091 - 096,10,0,37581,35581,0.960086214,1.014052444,2771,0
TRUCK,30,91,14000,97,097 - 102,10,194,28518,25518,0.490918017,0.548632338,2785,1
TRAILER,190,134,7250,134,133 - 138,50,6,10467,9467,0.6926531,0.765818105,2619,1
TRUCK,70,58,27600,66,061 - 066,10,244,48993,45993,0.563345784,0.600091318,2785,1
TRACTOR,140,97,36000,98,097 - 102,10,28,42078,39078,0.855553971,0.921234454,3280,0
TRAILER,180,125,8405,125,121 - 126,50,0,11455,10455,0.733740725,0.803921569,2392,0
TRAILER,200,138,10750,141,139 - 144,10,75,8450,7450,1.272189349,1.44295302,2750,0
TRAILER,180,121,7850,132,127 - 132,50,350,11750,10750,0.668085106,0.730232558,2768,0
TRUCK,60,90,17500,96,091 - 096,10,189,30549,27549,0.572850175,0.635231769,2785,1
TRUCK,90,90,10900,97,097 - 102,10,212,21134,18134,0.515756601,0.601080843,2619,1
TRACTOR,140,102,46250,102,097 - 102,10,8,47000,44000,0.984042553,1.051136364,3196,0
TRUCK,60,95,19000,96,091 - 096,10,41,23451,20451,0.810199992,0.929049924,2688,0
TRUCK,110,52,35500,59,055 - 060,10,205,46296,45296,0.766804908,0.783733663,3227,0
TRACTOR,170,101,30000,105,103 - 108,10,126,37820,32820,0.793231095,0.914076782,3274,0
TRACTOR,140,100,18700,106,103 - 108,10,192,27884,24884,0.67063549,0.751486899,2619,1
TRAILER,180,124,6005,124,121 - 126,30,1,17250,16250,0.348115942,0.369538462,2566,0
TRAILER,180,169,4250,169,169 - 174,10,2,9250,8250,0.45945946,0.515151515,2768,0
TRAILER,200,124,12000,135,133 - 138,10,315,17000,16000,0.705882353,0.75,2408,1
TRUCK,10,38,15020,39,037 - 042,10,33,22791,21791,0.659032074,0.689275389,3227,0
TRUCK,60,38,18500,44,043 - 048,10,172,39777,36777,0.465092893,0.503031786,3408,1
TRACTOR,170,32,37000,39,037 - 042,10,197,57000,52000,0.649122807,0.711538462,3408,1
TRUCK,110,47,47500,50,049 - 054,10,90,54000,51000,0.87962963,0.931372549,2750,0
TRUCK,60,54,48095,58,055 - 060,10,92,54715,51715,0.879009412,0.930000967,3227,0
TRUCK,21,57,17167,61,061 - 066,50,125,24842,23842,0.69104742,0.720031877,3280,0
TRACTOR,170,95,27000,101,097 - 102,10,174,39274,33274,0.687477721,0.811444371,2566,0
TRACTOR,140,101,29400,103,103 - 108,10,46,33582,32582,0.875469001,0.902338715,2567,0
TRACTOR,140,64,21100,72,067 - 072,10,255,37743,34743,0.559044061,0.607316582,2390,0
TRUCK,21,50,11000,56,055 - 060,50,196,20892,19892,0.526517327,0.552986125,2619,1
TRACTOR,140,87,18000,89,085 - 090,50,77,35940,32940,0.500834725,0.546448087,2386,0
TRACTOR,170,59,29520,66,061 - 066,50,224,54250,51250,0.544147465,0.576,2558,0
TRUCK,50,67,36500,70,067 - 072,10,91,42203,39203,0.864867427,0.931051195,2405,0
TRAILER,200,99,10100,109,109 - 114,50,282,16036,15036,0.629832876,0.671721202,2443,0
TRACTOR,140,87,25000,94,091 - 096,10,197,34082,31082,0.733525028,0.804324046,2772,0
TRACTOR,140,83,18000,90,085 - 090,10,198,31508,28508,0.571283484,0.631401712,3408,1
TRUCK,50,74,9200,89,085 - 090,10,465,37547,34547,0.245026234,0.266303876,2785,1
TRUCK,21,86,12692,89,085 - 090,50,81,15647,13647,0.811145907,0.93002125,2566,0
TRACTOR,170,71,34196,72,067 - 072,10,51,39649,36649,0.862468158,0.933067751,2344,0
TRACTOR,140,79,19000,84,079 - 084,50,151,30935,27935,0.614191046,0.680150349,2389,0
TRUCK,50,84,14400,91,091 - 096,50,217,24053,21053,0.59867792,0.68398803,2756,0
TRACTOR,140,88,28600,91,091 - 096,10,79,34761,31761,0.82276114,0.900475426,2566,0
TRACTOR,130,103,1500,112,109 - 114,30,293,8699,7699,0.172433613,0.194830498,2566,0
TRACTOR,140,71,18000,83,079 - 084,10,346,39106,36106,0.460287424,0.4985321,2785,1
TRUCK,70,108,22800,111,109 - 114,50,90,26319,25319,0.866294312,0.900509499,3123,0
TRUCK,60,88,15300,95,091 - 096,50,234,35900,32900,0.426183844,0.465045593,2785,1
TRUCK,90,62,23000,65,061 - 066,10,82,39950,36950,0.57571965,0.622462788,2785,1
TRUCK,110,54,30276,58,055 - 060,10,149,36639,33639,0.826332596,0.900026755,2405,0
TRACTOR,140,89,19775,92,091 - 096,50,85,28094,25094,0.703886951,0.788036981,2483,0
TRACTOR,140,90,17500,92,091 - 096,50,57,28428,25428,0.615590263,0.688217713,2380,0
TRACTOR,170,68,21000,72,067 - 072,10,148,44360,39360,0.473399459,0.533536585,3408,1
TRAILER,200,116,12600,120,115 - 120,50,125,12917,11917,0.975458698,1.057313082,2750,0
TRAILER,200,114,19500,115,115 - 120,10,20,22666,21666,0.860319421,0.900027693,2495,0
TRUCK,70,79,30995,82,079 - 084,10,103,43703,40703,0.709219047,0.761491782,2756,0
TRUCK,50,62,24645,71,067 - 072,10,300,38150,35150,0.646002621,0.70113798,2725,0
TRUCK,60,76,18905,76,073 - 078,10,8,39815,37815,0.474821047,0.499933889,2756,0
TRUCK,50,78,18500,85,085 - 090,10,217,36400,33400,0.508241758,0.553892216,2785,1
TRACTOR,140,87,24500,97,097 - 102,10,295,37306,34306,0.656730821,0.714160788,2446,0
TRUCK,60,99,32200,103,103 - 108,10,136,38019,35019,0.846944949,0.919500842,2686,0
TRACTOR,140,103,20500,108,103 - 108,10,170,27314,24314,0.750530863,0.843135642,2444,0
TRACTOR,140,117,27000,121,121 - 126,10,136,29016,26016,0.930521092,1.037822878,2443,0
TRACTOR,130,82,13000,88,085 - 090,10,183,23046,21046,0.564089213,0.617694574,2785,1
TRUCK,70,72,34000,77,073 - 078,10,144,42141,39141,0.806815216,0.868654352,3123,0
TRAILER,200,113,11750,114,109 - 114,50,17,16000,15000,0.734375,0.783333333,2344,0
TRUCK,60,86,22500,93,091 - 096,10,198,42361,39361,0.531148934,0.571631818,3408,1
TRUCK,60,90,21250,97,097 - 102,10,202,40711,37711,0.521971949,0.563496062,2619,1
TRAILER,180,136,7655,140,139 - 144,50,131,13707,12707,0.558473773,0.602423861,3408,1
TRUCK,70,71,29233,73,073 - 078,10,41,30733,29733,0.951192529,0.983183668,3227,0
TRACTOR,132,100,17405,104,103 - 108,10,109,22281,19281,0.781158835,0.902702142,2772,0
TRUCK,50,56,28000,58,055 - 060,10,62,31086,28086,0.900727015,0.996937976,2750,0
TRUCK,60,59,27000,66,061 - 066,10,190,50387,47387,0.535852502,0.569776521,2619,1
TRACTOR,170,72,36500,74,073 - 078,10,48,40795,39795,0.89471749,0.917200653,2386,0
TRACTOR,170,61,48500,63,061 - 066,10,55,55750,52750,0.869955157,0.91943128,1328,0
TRACTOR,170,75,30671,77,073 - 078,50,34,30671,29671,1,1.033702942,3138,0
TRUCK,60,68,15600,73,073 - 078,10,160,41060,41060,0.379931807,0.379931807,2785,1
TRUCK,50,46,20000,55,055 - 060,10,273,42722,39722,0.468142877,0.50349932,2785,1
TRACTOR,170,115,27000,115,115 - 120,10,2,47950,44950,0.563086549,0.600667408,2408,1
TRACTOR,140,63,26905,65,061 - 066,50,44,36632,33632,0.734467133,0.79998216,2380,0
TRUCK,20,54,16800,60,055 - 060,10,165,19643,16643,0.855266507,1.009433395,2405,0
TRACTOR,170,62,30750,68,067 - 072,10,196,48163,45163,0.638456907,0.680867082,3408,1
TRACTOR,140,44,19000,57,055 - 060,10,379,39463,34463,0.48146365,0.551315904,3408,1
TRACTOR,140,73,31000,79,079 - 084,10,175,42050,41050,0.737217598,0.755176614,3397,0
TRUCK,90,72,43852,78,073 - 078,10,175,46852,43852,0.935968582,1,2771,0
TRUCK,90,76,13500,82,079 - 084,50,185,20850,17850,0.647482014,0.756302521,2390,0
TRUCK,10,123,1000,129,127 - 132,30,170,6494,4494,0.153988297,0.222518914,3289,0
TRUCK,100,70,35800,73,073 - 078,50,66,42326,39326,0.845815811,0.910339216,2682,0
TRACTOR,130,75,34000,76,073 - 078,10,18,40672,37672,0.83595594,0.902527076,2619,1
TRACTOR,130,126,25750,129,127 - 132,10,96,29000,27000,0.887931035,0.953703704,3284,0
TRUCK,70,98,18000,105,103 - 108,10,200,38009,37009,0.473572049,0.486368181,2768,0
TRACTOR,140,89,35000,89,085 - 090,50,0,33810,32810,1.035196687,1.066747943,3408,1
TRACTOR,140,97,27000,107,103 - 108,10,293,40869,37869,0.660647435,0.712984235,3408,1
TRUCK,21,77,18250,77,073 - 078,50,7,24872,23872,0.733756835,0.764493968,3408,1
TRUCK,70,66,20000,73,073 - 078,10,204,42133,39133,0.4746873,0.511077607,2619,1
TRUCK,80,90,24385,96,091 - 096,10,194,51234,48234,0.475953468,0.505556247,2408,1
TRUCK,50,84,13000,92,091 - 096,10,237,26913,25913,0.483037937,0.501678694,2785,1
TRACTOR,140,80,25750,89,085 - 090,10,281,37786,34786,0.681469327,0.740240327,2381,0
TRUCK,30,75,15500,76,073 - 078,10,31,19173,17173,0.808428519,0.902579631,3274,0
TRUCK,60,82,20000,82,079 - 084,10,19,24400,21400,0.819672131,0.934579439,2754,0
TRUCK,31,111,2200,112,109 - 114,30,42,24839,21839,0.088570393,0.100737213,3274,0
TRUCK,70,68,20495,83,079 - 084,10,468,43045,40045,0.476129632,0.511799226,2495,0
TRUCK,110,105,25995,108,103 - 108,10,75,34809,31809,0.746789623,0.817221541,2754,0
TRACTOR,140,74,29200,82,079 - 084,10,222,48460,45460,0.602558811,0.642322921,3408,1
TRUCK,30,100,13600,106,103 - 108,10,199,25282,22282,0.537932126,0.610358137,2619,1
TRUCK,90,119,19605,119,115 - 120,10,12,23530,20530,0.83319167,0.954943984,2344,0
TRACTOR,170,66,28000,71,067 - 072,10,148,46250,43250,0.605405405,0.647398844,2619,1
TRUCK,30,78,18905,80,079 - 084,10,62,21432,19432,0.882092199,0.972879786,3227,0
TRUCK,60,85,18000,93,091 - 096,10,236,33625,32625,0.535315985,0.551724138,3274,0
TRUCK,110,92,11500,97,097 - 102,10,153,31437,30437,0.365810987,0.377829615,2785,1
TRUCK,90,87,9700,92,091 - 096,10,179,25629,24629,0.378477506,0.393844655,2785,1
TRUCK,100,91,20000,94,091 - 096,10,74,36284,33284,0.551207144,0.600889316,3408,1
TRUCK,60,87,19000,91,091 - 096,10,122,28644,28644,0.663315179,0.663315179,3227,0
TRUCK,60,143,22400,146,145 - 150,10,83,32032,29032,0.699300699,0.771562414,2438,0
TRAILER,190,123,7500,131,127 - 132,50,267,20245,18245,0.370461842,0.411071526,2619,1
TRACTOR,130,91,13750,95,091 - 096,10,133,29678,28678,0.463306153,0.479461608,2785,1
TRAILER,180,126,10150,131,127 - 132,10,143,15462,14462,0.656448066,0.701839303,2447,0
TRAILER,200,119,6000,119,115 - 120,30,7,12690,11690,0.472813239,0.513259196,2772,0
TRUCK,50,68,27500,69,067 - 072,50,36,36400,33400,0.755494506,0.823353293,2443,0
TRUCK,30,148,8995,154,151 - 156,50,185,12909,10909,0.696800682,0.824548538,2709,0
TRACTOR,130,118,14940,127,127 - 132,10,293,21428,19428,0.697218593,0.768993206,1328,0
TRACTOR,140,117,28000,119,115 - 120,10,75,32572,29572,0.859634042,0.946841607,2709,0
TRUCK,70,80,36905,83,079 - 084,10,78,42792,39792,0.862427557,0.927447728,2682,0
TRACTOR,140,119,27000,123,121 - 126,10,103,32972,29972,0.818876623,0.900840785,2392,0
TRAILER,180,126,9750,126,121 - 126,50,7,12500,11500,0.78,0.847826087,2405,0
TRACTOR,130,84,19500,93,091 - 096,10,301,27276,24276,0.71491421,0.803262482,2567,0
TRUCK,80,116,12900,126,121 - 126,10,294,24462,21462,0.527348541,0.601062343,2408,1
TRAILER,180,145,11500,148,145 - 150,10,69,17250,16250,0.666666667,0.707692308,2404,0
TRAILER,200,96,24900,101,097 - 102,10,168,33750,32750,0.737777778,0.760305344,2390,0
TRUCK,31,97,27927,100,097 - 102,10,85,27927,26927,1,1.037137446,3403,0
TRAILER,180,156,7100,156,151 - 156,50,19,10250,9250,0.692682927,0.767567568,2566,0
TRAILER,200,136,7100,147,145 - 150,10,321,19595,18595,0.362337331,0.381823071,2444,0
TRAILER,200,135,3430,138,133 - 138,30,76,13600,12600,0.252205882,0.272222222,2756,0
TRACTOR,130,88,11000,92,091 - 096,50,121,13999,10999,0.785770412,1.000090917,2344,0
TRACTOR,130,105,22500,113,109 - 114,10,233,33228,30228,0.677139762,0.744342993,2756,0
TRUCK,30,109,17905,113,109 - 114,10,136,20786,18786,0.861397094,0.953103375,2558,0
TRUCK,60,93,29700,96,091 - 096,10,67,35348,32348,0.840217268,0.918140225,2566,0
TRUCK,70,90,25995,95,091 - 096,10,135,38290,36290,0.678897885,0.716313034,3397,0
TRUCK,30,84,13495,89,085 - 090,10,140,15753,13753,0.856662223,0.981240457,3397,0
TRACTOR,140,100,34900,100,097 - 102,10,20,41276,38276,0.845527667,0.911798516,2567,0
TRUCK,60,119,22900,124,121 - 126,10,134,31220,28220,0.733504164,0.811481219,2768,0
TRACTOR,170,103,42500,103,103 - 108,10,5,49000,44000,0.867346939,0.965909091,2382,0
TRUCK,30,59,8335,69,067 - 072,10,322,22976,21476,0.362769847,0.388107655,2785,1
TRACTOR,130,96,6250,98,097 - 102,50,60,14999,11999,0.416694446,0.52087674,3408,1
TRACTOR,130,88,11495,89,085 - 090,50,40,14999,11999,0.766384426,0.9579965,3381,0
TRACTOR,140,112,30000,119,115 - 120,10,228,35179,32179,0.852781489,0.932285031,2750,0
TRACTOR,130,99,14000,101,097 - 102,10,77,16000,14000,0.875,1,2688,0
TRACTOR,140,134,7000,138,133 - 138,30,147,21225,18225,0.329799764,0.384087792,3274,0
TRAILER,180,148,2000,148,145 - 150,30,2,9055,8055,0.220872446,0.248292986,2768,0
TRAILER,190,136,11500,144,139 - 144,10,235,18040,16040,0.637472284,0.716957606,3408,1
TRUCK,20,76,16500,77,073 - 078,10,32,19500,16500,0.846153846,1,2483,0
TRACTOR,140,87,37655,90,085 - 090,10,90,44725,41725,0.841922862,0.902456561,2381,0
TRUCK,50,66,7300,79,079 - 084,10,405,32000,29000,0.228125,0.251724138,2785,1
TRAILER,200,128,9500,129,127 - 132,50,16,10031,9031,0.947064101,1.051932233,2389,0
TRAILER,200,97,7500,104,103 - 108,50,203,12012,11012,0.624375624,0.681075191,2772,0
TRACTOR,140,141,20000,141,139 - 144,50,8,28763,25763,0.69533776,0.776307107,2750,0
TRUCK,100,118,22905,122,121 - 126,10,148,34039,31039,0.672904609,0.737942588,2445,0
TRACTOR,140,109,16500,116,115 - 120,50,209,34830,31830,0.473729544,0.518378888,2619,1
TRACTOR,170,110,30000,113,109 - 114,10,90,40395,37395,0.742666172,0.80224629,2438,0
TRACTOR,170,104,35500,106,103 - 108,10,58,44110,39110,0.804806166,0.907696241,3274,0
TRUCK,60,63,18200,69,067 - 072,10,207,44172,41172,0.412025718,0.442047994,3408,1
TRACTOR,140,49,47000,51,049 - 054,10,42,47000,44000,1,1.068181818,3397,0
TRUCK,60,69,33200,74,073 - 078,10,157,40115,37115,0.827620591,0.894517042,3227,0
TRACTOR,170,70,45000,72,067 - 072,10,59,50977,47977,0.882751045,0.937949434,3274,0
TRACTOR,140,75,36500,76,073 - 078,10,34,38300,37300,0.953002611,0.978552279,2768,0
TRUCK,80,69,19500,76,073 - 078,10,217,36879,35879,0.528756203,0.543493408,2619,1
TRUCK,50,70,10000,76,073 - 078,10,193,25853,24853,0.386802305,0.402365912,2619,1
TRACTOR,170,75,4000,76,073 - 078,30,32,50050,44050,0.07992008,0.090805902,2771,0
TRUCK,80,56,7500,71,067 - 072,50,461,28645,25645,0.261825799,0.29245467,3274,0
TRACTOR,140,77,26000,77,073 - 078,50,13,37094,34094,0.700921982,0.762597525,3227,0
TRACTOR,130,70,15500,78,073 - 078,50,253,21835,18835,0.709869476,0.822936023,2768,0
TRUCK,50,56,19000,62,061 - 066,10,204,42471,39471,0.447364084,0.481366066,2785,1
TRACTOR,140,90,37630,91,091 - 096,10,45,44809,41809,0.83978665,0.900045445,2386,0
TRACTOR,130,77,16000,85,085 - 090,10,226,35882,34882,0.445906025,0.458689295,3408,1
TRACTOR,140,127,30000,129,127 - 132,10,44,36000,33000,0.833333333,0.909090909,2566,0
TRACTOR,170,74,31000,80,079 - 084,10,199,50836,45836,0.609804076,0.676324287,2619,1
TRUCK,70,73,7000,86,085 - 090,50,410,24851,23851,0.281678806,0.293488743,2443,0
TRUCK,30,42,11635,53,049 - 054,10,345,29478,27978,0.394701133,0.415862463,2619,1
TRACTOR,130,77,10750,81,079 - 084,50,143,16999,13999,0.632390141,0.767911994,2483,0
TRACTOR,140,92,9000,106,103 - 108,10,423,24731,21731,0.363915733,0.414154894,2785,1
TRUCK,50,69,40225,71,067 - 072,10,89,43650,40650,0.921534937,0.989544895,3172,0
TRACTOR,140,58,36500,63,061 - 066,10,133,41334,38334,0.883050273,0.952157354,3299,0
TRUCK,70,86,6800,93,091 - 096,10,211,24999,23999,0.27201088,0.283345139,2785,1
TRACTOR,170,76,36924,77,073 - 078,10,28,40224,37224,0.917959427,0.991940683,2443,0
TRACTOR,140,82,21250,84,079 - 084,10,77,38236,37236,0.555758971,0.570684284,2619,1
TRUCK,60,90,30200,92,091 - 096,10,71,34641,34641,0.871799313,0.871799313,2751,0
TRACTOR,140,144,5000,149,145 - 150,30,155,31905,28905,0.156715248,0.172980453,2772,0
TRACTOR,140,86,32669,95,091 - 096,10,282,35169,34169,0.928914669,0.956100559,3227,0
TRUCK,90,76,21250,83,079 - 084,10,191,41284,38284,0.514727255,0.555062167,2619,1
TRUCK,110,81,30360,88,085 - 090,10,196,35700,34700,0.850420168,0.874927954,2495,0
TRUCK,60,71,32000,73,073 - 078,50,80,41650,38650,0.768307323,0.827943079,3227,0
TRAILER,180,129,5300,129,127 - 132,30,2,13500,12500,0.392592593,0.424,2768,0
TRAILER,180,156,6000,156,151 - 156,30,0,15700,14700,0.382165605,0.408163265,2772,0
TRUCK,90,77,8300,84,079 - 084,50,237,21856,18856,0.379758419,0.440178193,2785,1
TRUCK,90,92,25000,100,097 - 102,10,249,33888,32888,0.737724268,0.76015568,2483,0
TRACTOR,130,127,17500,132,127 - 132,10,157,25906,23906,0.675519185,0.732033799,2750,0
TRUCK,80,121,4500,130,127 - 132,50,272,18262,15262,0.246413317,0.294849954,2785,1
TRAILER,180,148,2750,154,151 - 156,30,183,9015,8015,0.305047144,0.343106675,3284,0
TRUCK,30,68,20300,70,067 - 072,10,80,27549,25549,0.736868852,0.794551646,2389,0
TRUCK,110,96,16750,106,103 - 108,10,295,31741,28741,0.527708642,0.582791135,2785,1
TRACTOR,140,108,23905,113,109 - 114,10,150,31052,28052,0.769837692,0.852167403,3289,0
TRAILER,180,123,14000,124,121 - 126,10,35,15450,14450,0.906148867,0.968858132,3227,0
TRACTOR,140,77,27000,82,079 - 084,10,166,34898,31898,0.773683306,0.846448053,2438,0
TRUCK,100,121,22000,122,121 - 126,10,35,24032,21032,0.915446072,1.046025105,3377,0
TRUCK,31,113,27895,114,109 - 114,10,22,32507,29507,0.858122866,0.945368896,2344,0
TRUCK,20,74,13000,82,079 - 084,10,238,20864,17864,0.623082822,0.727720555,2754,0
TRUCK,30,99,17995,104,103 - 108,10,139,23033,22033,0.781270351,0.816729451,2754,0
