vehicle_grp,class,age_acpt,proceeds,age_sale,age_sale_grp,cond_code,days_on_lot,Ask,Take,Proceed_Over_Ask,Proceed_Over_Take,LOCATION_CODE__c,y
TRAILER,190,147,6950,147,145 - 150,30,9,12000,11000,0.579166667,0.631818182,2380,0
TRUCK,30,75,9300,82,079 - 084,10,227,22351,20351,0.416088766,0.456980001,2785,1
TRUCK,80,88,8800,95,091 - 096,50,217,21673,20673,0.406035159,0.425676003,2785,1
TRUCK,60,61,22500,63,061 - 066,10,54,35400,32400,0.63559322,0.694444444,2772,0
TRUCK,60,67,31000,70,067 - 072,50,71,41038,38038,0.755397437,0.814974499,2686,0
TRUCK,60,96,14500,106,103 - 108,10,317,39117,36117,0.370682823,0.401472991,2785,1
TRACTOR,132,117,10000,118,115 - 120,30,26,26226,23226,0.381300999,0.430551968,2443,0
TRAILER,180,141,6000,141,139 - 144,30,6,9750,8750,0.615384615,0.685714286,2382,0
TRAILER,180,142,6000,142,139 - 144,30,3,13500,12500,0.444444444,0.48,2382,0
TRUCK,60,126,10800,133,133 - 138,10,216,23981,22981,0.450356532,0.46995344,2785,1
TRAILER,200,155,1500,158,157 - 162,30,105,5025,4025,0.298507463,0.372670808,2380,0
TRUCK,110,90,21000,99,097 - 102,10,295,50417,47417,0.416526172,0.442879136,2785,1
TRACTOR,170,61,22000,72,067 - 072,10,354,42682,39682,0.515439764,0.55440754,2619,1
TRUCK,80,124,18000,131,127 - 132,10,217,28355,25355,0.634808676,0.709919148,2438,0
TRUCK,70,86,26700,87,085 - 090,10,11,40475,38475,0.659666461,0.693957115,2688,0
TRAILER,200,110,14500,111,109 - 114,50,12,19095,18095,0.759361089,0.801326333,2404,0
TRUCK,110,116,13995,122,121 - 126,50,178,20734,17734,0.674978297,0.789162062,2567,0
TRAILER,200,103,11700,110,109 - 114,10,230,16275,15275,0.718894009,0.765957447,2444,0
TRAILER,180,128,7300,131,127 - 132,50,103,10500,9500,0.695238095,0.768421053,2438,0
TRACTOR,170,101,33500,101,097 - 102,10,6,38233,33233,0.876206419,1.008034183,2403,0
TRUCK,60,83,28500,89,085 - 090,50,169,35640,32640,0.7996633,0.873161765,1328,0
TRACTOR,130,82,7500,93,091 - 096,30,336,23682,22682,0.316696225,0.330658672,3403,0
TRUCK,30,91,16500,94,091 - 096,10,105,20751,17751,0.795142403,0.929525097,2566,0
TRUCK,110,94,18000,95,091 - 096,10,18,22988,19988,0.783017226,0.900540324,3408,1
TRUCK,30,95,13000,101,097 - 102,10,192,23471,20471,0.553874995,0.635044697,2785,1
TRACTOR,140,100,32000,101,097 - 102,10,34,37731,34731,0.848108982,0.921367078,3280,0
TRAILER,180,126,6900,130,127 - 132,50,137,9335,8335,0.739153723,0.827834433,2390,0
TRAILER,200,136,7000,140,139 - 144,50,126,11855,10855,0.590468157,0.644864118,3381,0
TRACTOR,170,42,45000,45,043 - 048,10,80,54472,51472,0.826112498,0.874261735,2756,0
TRAILER,180,133,11000,134,133 - 138,50,28,12645,11645,0.869909055,0.944611421,3227,0
TRAILER,180,152,5000,152,151 - 156,30,9,6555,5555,0.762776507,0.900090009,2768,0
TRAILER,190,121,12000,122,121 - 126,50,8,15000,14000,0.8,0.857142857,2405,0
TRAILER,180,122,6000,122,121 - 126,30,9,12375,11375,0.484848485,0.527472528,2438,0
TRAILER,180,125,6005,125,121 - 126,30,1,17250,16250,0.348115942,0.369538462,2566,0
TRAILER,180,127,6005,127,127 - 132,30,13,12375,11375,0.485252525,0.527912088,2566,0
TRAILER,180,165,1500,165,163 - 168,30,15,4395,3395,0.341296928,0.441826215,2709,0
TRUCK,60,25,15200,30,000 - 030,50,169,49999,48999,0.30400608,0.310210413,2785,1
TRACTOR,140,43,8000,44,043 - 048,30,25,47168,46168,0.169606513,0.173280194,3123,0
TRACTOR,140,67,20405,67,067 - 072,30,1,35896,32896,0.568447738,0.620288181,2438,0
TRACTOR,140,69,25795,70,067 - 072,50,19,36719,33719,0.702497345,0.764998962,3123,0
TRUCK,110,101,11700,106,103 - 108,10,158,31112,30112,0.376060684,0.388549416,2785,1
TRUCK,110,61,35500,65,061 - 066,10,120,44234,41234,0.802550075,0.860940001,2404,0
TRUCK,90,86,22000,90,085 - 090,50,131,29636,26636,0.742340397,0.825949842,2785,1
TRUCK,60,81,37500,82,079 - 084,10,37,42598,39598,0.88032302,0.947017526,3397,0
TRUCK,60,76,25600,80,079 - 084,10,135,31400,28400,0.815286624,0.901408451,2772,0
TRUCK,60,57,44905,62,061 - 066,10,133,49290,46290,0.911036721,0.970079931,3069,0
TRACTOR,170,67,22000,73,073 - 078,10,190,40450,37450,0.543881335,0.587449933,3408,1
TRACTOR,170,57,32500,62,061 - 066,10,151,53252,48252,0.610305716,0.673547211,2768,0
TRACTOR,140,78,8000,89,085 - 090,10,324,31933,28933,0.250524536,0.276500881,2619,1
TRACTOR,140,100,26900,100,097 - 102,10,15,31370,28370,0.857507173,0.948184702,3274,0
TRACTOR,170,76,15005,78,073 - 078,10,62,30138,27138,0.497876435,0.552914732,2408,1
TRUCK,31,83,15700,97,097 - 102,10,422,43655,40655,0.359638071,0.386176362,2619,1
TRUCK,21,58,18500,65,061 - 066,10,221,28019,26019,0.660266248,0.711018871,2381,0
TRUCK,60,86,15000,98,097 - 102,50,375,28031,25031,0.535121829,0.599256921,2709,0
TRUCK,70,89,12500,95,091 - 096,50,179,27270,24270,0.458379171,0.515039143,2785,1
TRACTOR,140,74,21348,79,079 - 084,10,159,33496,30496,0.63732983,0.700026233,3123,0
TRACTOR,140,79,19000,84,079 - 084,50,160,31409,28409,0.604922156,0.66880214,2389,0
TRUCK,100,79,8890,93,091 - 096,10,423,40766,37766,0.218073885,0.235396918,3408,1
TRACTOR,140,94,27500,95,091 - 096,10,40,32470,29470,0.846935633,0.933152358,2768,0
TRACTOR,140,77,21500,83,079 - 084,10,193,45621,42621,0.471274194,0.504446165,2408,1
TRUCK,60,78,9790,89,085 - 090,50,344,15798,12798,0.619698696,0.764963276,2408,1
TRUCK,60,95,13250,104,103 - 108,50,283,27363,24363,0.48423053,0.543857489,2785,1
TRUCK,60,91,24000,97,097 - 102,50,178,35900,32900,0.668523677,0.729483283,2344,0
TRUCK,60,107,22000,110,109 - 114,50,105,34030,31030,0.646488393,0.708991299,2751,0
TRUCK,50,101,10200,107,103 - 108,50,203,24900,21900,0.409638554,0.465753425,2785,1
TRUCK,90,86,16000,95,091 - 096,50,273,39375,36375,0.406349206,0.439862543,2785,1
TRACTOR,170,73,33089,75,073 - 078,10,62,43089,40089,0.767922208,0.825388511,3289,0
TRUCK,30,74,18000,80,079 - 084,10,179,23280,21280,0.773195876,0.845864662,2754,0
TRACTOR,140,90,44000,93,091 - 096,10,88,35348,32348,1.244766323,1.360207741,2709,0
TRUCK,90,80,10500,88,085 - 090,50,251,33674,30674,0.311813268,0.342309448,2785,1
TRAILER,200,88,12700,91,091 - 096,10,107,16525,15525,0.768532527,0.818035427,3403,0
TRUCK,60,85,15000,94,091 - 096,10,274,39804,35804,0.376846548,0.418947604,2785,1
TRUCK,70,74,16000,77,073 - 078,10,105,41587,38587,0.384735615,0.41464742,3408,1
TRUCK,80,77,20000,92,091 - 096,10,455,32775,29775,0.610221205,0.67170445,2444,0
TRUCK,90,86,13000,89,085 - 090,10,104,27750,24750,0.468468469,0.525252525,3397,0
TRACTOR,140,83,28800,84,079 - 084,50,45,39120,36120,0.736196319,0.797342193,2405,0
TRUCK,50,68,22000,76,073 - 078,10,225,38794,35794,0.567098005,0.61462815,3408,1
TRUCK,60,83,21045,95,091 - 096,10,366,33037,30037,0.637013046,0.700635882,2443,0
TRACTOR,140,76,48100,80,079 - 084,10,115,54062,51062,0.889719211,0.941992088,2404,0
TRAILER,180,125,8600,130,127 - 132,50,130,11450,10450,0.751091703,0.822966507,2566,0
TRACTOR,170,83,16900,93,091 - 096,10,307,40000,37000,0.4225,0.456756757,3408,1
TRAILER,180,120,5000,132,127 - 132,10,372,16700,15700,0.299401198,0.318471338,2443,0
TRACTOR,170,91,24750,98,097 - 102,10,215,40879,37879,0.605445339,0.653396341,2785,1
TRACTOR,170,73,31500,80,079 - 084,10,215,49825,44825,0.632212745,0.70273285,3408,1
TRUCK,90,86,12135,93,091 - 096,10,215,35186,32186,0.344881487,0.377027279,2619,1
TRUCK,60,89,24000,91,091 - 096,10,44,22040,19040,1.08892922,1.260504202,2566,0
TRUCK,60,103,23339,106,103 - 108,10,75,23339,23339,1,1,2682,0
TRUCK,50,54,22651,65,061 - 066,10,334,32783,31783,0.690937376,0.712676588,2380,0
TRUCK,100,64,41954,65,061 - 066,10,28,48669,47669,0.862027163,0.880110764,2751,0
TRACTOR,130,123,21905,127,127 - 132,10,128,26500,24500,0.826603774,0.894081633,2445,0
TRACTOR,170,68,42500,71,067 - 072,10,70,50187,47187,0.846832845,0.900671795,2686,0
TRUCK,50,77,25200,78,073 - 078,10,35,31027,30027,0.812195829,0.83924468,2754,0
TRUCK,60,71,27500,73,073 - 078,50,50,35345,32345,0.778044985,0.850208688,2686,0
TRACTOR,140,71,17500,76,073 - 078,50,148,32705,31705,0.535086378,0.551963413,2785,1
TRACTOR,130,80,8000,85,085 - 090,10,147,22485,21485,0.355792751,0.372352804,2768,0
TRUCK,70,87,3500,88,085 - 090,30,10,23992,22992,0.145881961,0.152226862,3123,0
TRUCK,90,74,10200,81,079 - 084,10,220,39831,36831,0.256081946,0.276940621,2785,1
TRACTOR,170,86,21500,92,091 - 096,10,196,42558,39558,0.505192913,0.543505738,2619,1
TRACTOR,140,51,27000,58,055 - 060,10,217,49602,46602,0.54433289,0.579374276,3408,1
TRAILER,180,128,7995,135,133 - 138,50,195,10295,9295,0.776590578,0.86013986,1328,0
TRACTOR,140,88,30000,91,091 - 096,10,95,38614,37614,0.776920288,0.797575371,1328,0
TRUCK,60,73,23750,80,079 - 084,10,224,48150,45150,0.49325026,0.526024363,2785,1
TRUCK,30,88,19500,90,085 - 090,10,77,22580,20580,0.863596103,0.947521866,3274,0
TRUCK,30,81,20800,83,079 - 084,10,61,23314,22314,0.892167796,0.93215022,3227,0
TRACTOR,170,74,24000,74,073 - 078,50,14,34205,31205,0.701651805,0.769107515,3274,0
TRAILER,200,133,4000,133,133 - 138,30,7,6075,5075,0.658436214,0.78817734,2566,0
TRACTOR,140,78,30000,84,079 - 084,10,204,48520,45520,0.618301731,0.659050967,2408,1
TRAILER,180,129,8000,129,127 - 132,30,-1,9000,8000,0.888888889,1,3397,0
TRACTOR,140,100,30405,106,103 - 108,10,162,40551,37551,0.749796553,0.80969881,2381,0
TRUCK,110,85,10300,90,085 - 090,10,180,34713,33713,0.296718809,0.305520126,2785,1
TRACTOR,170,78,21600,79,079 - 084,50,33,26995,23995,0.800148176,0.900187539,2567,0
TRACTOR,170,92,25022,94,091 - 096,10,48,25022,24022,1,1.041628507,2682,0
TRACTOR,140,67,40000,69,067 - 072,10,70,43440,40440,0.920810313,0.989119684,2443,0
TRACTOR,130,80,26835,83,079 - 084,10,98,32209,29209,0.833152225,0.918723681,2390,0
TRUCK,21,88,2100,89,085 - 090,30,37,23910,21910,0.08782936,0.095846645,2725,0
TRACTOR,140,66,40000,69,067 - 072,10,99,48391,45391,0.826599988,0.881231962,2772,0
TRACTOR,140,91,11496,94,091 - 096,50,87,22995,21995,0.499934768,0.522664242,3227,0
TRAILER,190,151,6305,153,151 - 156,50,51,8877,7877,0.710262476,0.800431636,2566,0
TRACTOR,140,112,31000,112,109 - 114,10,12,38722,35722,0.800578483,0.867812553,3280,0
TRUCK,90,86,12000,94,091 - 096,10,246,26447,26447,0.453737664,0.453737664,2619,1
TRACTOR,140,102,21844,105,103 - 108,10,100,26094,23094,0.837127309,0.945873387,2405,0
TRUCK,60,98,30346,102,097 - 102,10,99,35400,32400,0.857231638,0.936604938,2750,0
TRUCK,50,99,29901,99,097 - 102,10,2,35730,32730,0.836859782,0.913565536,2483,0
TRUCK,60,50,32500,61,061 - 066,10,335,42507,39507,0.764579952,0.822639026,2754,0
TRACTOR,140,51,41995,59,055 - 060,10,241,49410,46410,0.849929164,0.90486964,2566,0
TRACTOR,132,117,10000,118,115 - 120,30,29,29085,26085,0.343819838,0.383362086,2443,0
TRACTOR,130,112,14000,113,109 - 114,10,28,17113,15113,0.818091509,0.926354794,3274,0
TRUCK,80,122,9500,130,127 - 132,10,247,16477,13477,0.576561267,0.704904652,1328,0
TRAILER,180,156,2000,157,157 - 162,30,14,8350,7350,0.239520958,0.272108844,3289,0
TRUCK,60,87,33400,87,085 - 090,10,6,40059,37059,0.833770189,0.90126555,3227,0
TRACTOR,130,98,30500,100,097 - 102,10,65,35889,33889,0.84984257,0.899997049,3403,0
TRUCK,60,121,17500,129,127 - 132,50,252,27327,24327,0.640392286,0.719365314,3274,0
TRAILER,200,165,7650,166,163 - 168,50,4,11000,10000,0.695454546,0.765,3274,0
TRUCK,60,70,30000,72,067 - 072,50,73,40400,37400,0.742574257,0.802139037,2754,0
TRACTOR,140,131,32829,132,127 - 132,10,16,34829,31829,0.942576589,1.031417889,2768,0
TRUCK,60,82,41000,83,079 - 084,10,22,47400,44400,0.864978903,0.923423423,2756,0
TRUCK,50,72,28000,81,079 - 084,10,259,35660,32660,0.785193494,0.85731782,2754,0
TRUCK,50,61,13200,67,067 - 072,10,196,37057,34057,0.356208004,0.387585518,3408,1
TRUCK,21,54,25796,55,055 - 060,10,18,32623,30623,0.790730466,0.84237338,3123,0
TRUCK,60,85,22000,88,085 - 090,50,86,27140,24140,0.810611643,0.911350456,2382,0
TRUCK,100,136,24000,138,133 - 138,10,79,32332,31332,0.742298652,0.765990042,2785,1
TRUCK,60,139,28883,139,139 - 144,10,13,34983,31983,0.825629592,0.903073508,2447,0
TRAILER,200,137,7500,140,139 - 144,50,91,13750,12750,0.545454546,0.588235294,2344,0
TRUCK,21,84,11500,95,091 - 096,10,349,22260,20260,0.516621743,0.567620928,2785,1
TRAILER,180,118,8800,118,115 - 120,50,7,12500,11500,0.704,0.765217391,2380,0
TRACTOR,130,88,16500,97,097 - 102,10,255,34305,32305,0.480979449,0.510756849,2785,1
TRUCK,60,124,13274,125,121 - 126,50,45,18617,15617,0.713004243,0.849971185,3377,0
TRUCK,60,134,21000,139,139 - 144,10,147,26494,23494,0.792632294,0.893845237,3377,0
TRUCK,60,93,22500,93,091 - 096,10,9,21400,18400,1.051401869,1.222826087,3397,0
TRACTOR,140,121,29905,122,121 - 126,10,57,35298,32298,0.84721514,0.925908725,2445,0
TRUCK,30,65,8500,71,067 - 072,10,203,18350,16350,0.463215259,0.519877676,3408,1
TRACTOR,170,70,29000,75,073 - 078,10,143,38668,35668,0.749974139,0.813053718,2495,0
TRACTOR,140,111,12500,119,115 - 120,10,248,31644,28644,0.395019593,0.436391565,2619,1
TRUCK,110,96,31500,98,097 - 102,10,43,33065,30065,0.952668985,1.047729919,3138,0
TRAILER,200,102,3500,103,103 - 108,30,20,4997,3997,0.700420252,0.875656743,2785,1
TRUCK,70,117,5700,118,115 - 120,30,21,19883,17883,0.286677061,0.318738467,2756,0
TRACTOR,140,106,30000,108,103 - 108,10,83,35623,32623,0.842152542,0.919596604,2027,0
TRUCK,10,97,8300,105,103 - 108,10,241,12388,10388,0.670003229,0.798998845,2390,0
TRACTOR,132,88,23000,97,097 - 102,10,275,31764,28764,0.724090165,0.799610624,2785,1
TRACTOR,140,97,35505,97,097 - 102,10,7,42428,39428,0.836829452,0.900502181,3289,0
TRACTOR,140,116,20500,122,121 - 126,10,194,41067,38067,0.49918426,0.538524181,3408,1
TRUCK,60,84,30921,89,085 - 090,10,152,41650,38650,0.74240096,0.800025873,2768,0
TRACTOR,130,89,10000,99,097 - 102,10,307,25346,23346,0.394539572,0.428338902,2785,1
TRAILER,180,131,9693,132,127 - 132,50,35,10563,9563,0.917637035,1.01359406,2405,0
TRACTOR,170,60,10000,63,061 - 066,50,120,29768,28768,0.335931201,0.347608454,2785,1
TRACTOR,140,103,29905,106,103 - 108,10,112,36828,33828,0.81201803,0.88403098,3289,0
TRAILER,180,143,3500,149,145 - 150,30,195,12967,11967,0.269915941,0.292470962,2446,0
TRAILER,200,133,4100,134,133 - 138,30,33,16000,15000,0.25625,0.273333333,2756,0
TRAILER,200,139,6000,142,139 - 144,50,80,12325,11325,0.486815416,0.529801325,3289,0
TRAILER,180,148,3905,148,145 - 150,30,12,9575,8575,0.407832898,0.455393586,2386,0
TRUCK,100,98,31050,100,097 - 102,10,53,43456,42456,0.714515832,0.731345393,3227,0
TRUCK,30,47,11250,55,055 - 060,50,251,25397,24397,0.442965705,0.461122269,2619,1
TRUCK,70,63,12300,70,067 - 072,10,217,38500,35500,0.31948052,0.346478873,2785,1
TRACTOR,140,81,37800,82,079 - 084,10,21,42796,39796,0.883260118,0.949844205,2447,0
TRUCK,21,76,13000,82,079 - 084,50,185,16912,15912,0.768684957,0.816993464,2772,0
TRUCK,80,86,2405,86,085 - 090,30,8,33625,30625,0.071524164,0.078530612,2438,0
TRACTOR,140,93,11000,95,091 - 096,50,60,35442,32442,0.310366232,0.339066642,2785,1
TRACTOR,140,90,3905,92,091 - 096,30,46,30090,27090,0.129777335,0.144149133,2756,0
TRACTOR,140,98,12000,100,097 - 102,50,62,37235,34235,0.322277427,0.350518475,3408,1
TRUCK,70,81,21905,94,091 - 096,10,388,35401,32401,0.618767831,0.676059381,3227,0
TRUCK,10,110,3000,103,103 - 108,30,-195,17200,16200,0.174418605,0.185185185,3274,0
TRACTOR,140,63,26495,73,073 - 078,10,298,33753,30753,0.784967262,0.861541963,3377,0
TRUCK,90,64,31253,66,061 - 066,10,72,37725,34725,0.828442677,0.900014399,2566,0
TRACTOR,140,104,29163,106,103 - 108,50,41,36133,33133,0.807101542,0.880179881,2754,0
TRACTOR,140,93,16649,97,097 - 102,50,130,24582,21582,0.677284192,0.771429895,3274,0
TRACTOR,140,75,13465,84,079 - 084,10,276,26975,23975,0.499165894,0.561626695,2785,1
TRACTOR,140,88,18500,97,097 - 102,10,259,32033,29033,0.577529423,0.637205938,2785,1
TRACTOR,140,81,30706,85,085 - 090,10,129,33707,30707,0.910968048,0.999967434,2771,0
TRACTOR,140,75,28000,77,073 - 078,10,77,41523,38523,0.674325073,0.726838512,3408,1
TRACTOR,140,88,20505,94,091 - 096,10,168,28356,25356,0.72312738,0.808684335,2445,0
TRUCK,21,80,7700,87,085 - 090,50,204,21309,19309,0.361349665,0.398777772,2785,1
TRACTOR,170,84,9000,85,085 - 090,30,31,32170,29170,0.279763755,0.308536167,2725,0
TRACTOR,170,64,21000,69,067 - 072,50,162,46230,41230,0.454250487,0.509337861,2408,1
TRUCK,30,59,4200,63,061 - 066,30,127,30833,27833,0.136217689,0.150900011,3274,0
TRACTOR,140,78,15250,84,079 - 084,50,197,32598,29598,0.467820112,0.515237516,2785,1
TRUCK,30,93,15250,94,091 - 096,10,38,19888,17888,0.766794047,0.852526834,3274,0
TRUCK,30,95,9750,102,097 - 102,10,217,21680,19680,0.449723247,0.495426829,2619,1
TRUCK,30,101,18149,102,097 - 102,10,13,20149,18149,0.900739491,1,3397,0
TRUCK,70,99,15250,101,097 - 102,50,38,20879,17879,0.730398966,0.852955982,2785,1
TRUCK,60,91,18500,95,091 - 096,50,126,25851,22851,0.715639627,0.809592578,3274,0
TRUCK,60,97,22000,104,103 - 108,50,188,33101,30101,0.664632488,0.730872729,2566,0
TRUCK,110,86,14000,93,091 - 096,50,206,31385,28385,0.446072965,0.493218249,3408,1
TRUCK,60,82,15000,90,085 - 090,10,224,32990,29990,0.454683237,0.500166722,3408,1
TRUCK,60,69,15000,84,079 - 084,10,455,40428,37428,0.371029979,0.400769477,2408,1
TRACTOR,140,72,30405,83,079 - 084,10,321,50686,45686,0.599869787,0.665521166,2386,0
TRUCK,60,77,22500,79,079 - 084,10,56,27900,24900,0.806451613,0.903614458,3280,0
TRUCK,60,66,22410,68,067 - 072,10,77,27900,24900,0.803225807,0.9,2381,0
TRAILER,200,114,19500,114,109 - 114,10,10,21500,20500,0.906976744,0.951219512,2495,0
TRUCK,70,78,30995,83,079 - 084,10,173,43415,40415,0.713923759,0.766918223,2447,0
TRUCK,10,73,5315,74,073 - 078,10,28,15176,13176,0.350224038,0.403384942,2768,0
TRAILER,180,85,11000,87,085 - 090,30,53,25250,24250,0.435643564,0.453608247,2446,0
TRACTOR,140,74,24500,81,079 - 084,10,203,39348,36348,0.622649182,0.674039837,2408,1
TRACTOR,140,110,24500,116,115 - 120,10,202,30032,27032,0.815796484,0.906333235,3274,0
TRUCK,120,95,43750,103,103 - 108,10,254,54000,51000,0.810185185,0.857843137,2725,0
TRUCK,60,94,34000,97,097 - 102,10,116,38103,35103,0.89231819,0.968578184,2756,0
TRUCK,60,81,27500,82,079 - 084,10,30,29882,26882,0.92028646,1.022989361,2443,0
TRUCK,50,92,13400,98,097 - 102,10,199,31807,28807,0.421290911,0.465164717,3408,1
TRACTOR,140,82,26500,94,091 - 096,10,364,36204,33204,0.731963319,0.798096615,2443,0
TRAILER,180,123,9405,126,121 - 126,50,70,14700,13700,0.639795918,0.68649635,2566,0
TRAILER,180,122,9405,123,121 - 126,50,35,14700,13700,0.639795918,0.68649635,2566,0
TRACTOR,140,104,20500,109,109 - 114,10,132,27438,24438,0.747139004,0.838857517,2756,0
TRACTOR,170,77,39900,81,079 - 084,10,119,54750,49750,0.728767123,0.80201005,3408,1
TRUCK,60,96,33500,98,097 - 102,10,59,34318,31318,0.976164112,1.069672393,3172,0
TRUCK,60,113,26100,116,115 - 120,10,97,31637,28637,0.824983406,0.911408318,3274,0
TRUCK,60,66,15000,67,067 - 072,50,24,18943,18943,0.791849232,0.791849232,1328,0
TRACTOR,170,102,31086,102,097 - 102,10,16,35015,30015,0.887790947,1.035682159,3299,0
TRACTOR,130,53,6000,61,061 - 066,30,249,13355,12355,0.449269936,0.485633347,3274,0
TRUCK,100,104,43000,105,103 - 108,10,37,49189,46189,0.874179186,0.930957587,2447,0
TRACTOR,170,76,33300,80,079 - 084,10,121,41735,40735,0.797891458,0.817478827,2438,0
TRAILER,180,125,5000,129,127 - 132,30,122,7332,6332,0.681942171,0.789639924,3274,0
TRUCK,31,52,17655,62,061 - 066,10,315,37623,34623,0.469260825,0.509921151,3408,1
TRUCK,60,62,12700,73,073 - 078,10,354,31613,30613,0.401733464,0.414856434,2785,1
TRACTOR,140,78,29384,80,079 - 084,10,55,41977,40977,0.700002382,0.717085194,3289,0
TRACTOR,170,85,8000,88,085 - 090,10,82,32224,31224,0.248262165,0.256213169,2785,1
TRUCK,60,71,14200,77,073 - 078,10,205,28277,25277,0.502174913,0.561775527,2785,1
TRAILER,200,149,10200,149,145 - 150,50,14,13000,12000,0.784615385,0.85,2389,0
TRACTOR,140,66,27999,70,067 - 072,10,125,30221,27221,0.926474968,1.028580875,2405,0
TRACTOR,140,68,30128,69,067 - 072,10,32,36475,33475,0.825990404,0.900014937,2380,0
TRACTOR,130,62,24500,72,067 - 072,10,293,44120,41120,0.555303717,0.595817121,2785,1
TRUCK,60,100,19690,100,097 - 102,50,6,26728,25728,0.736680635,0.765314055,3227,0
TRACTOR,140,73,20911,81,079 - 084,10,253,40021,37021,0.522500687,0.564841576,2768,0
TRAILER,180,108,12205,112,109 - 114,10,145,16207,15207,0.753069661,0.802590912,2445,0
TRACTOR,140,82,21725,85,085 - 090,50,78,26999,23999,0.804659432,0.905246052,3227,0
TRUCK,31,54,35249,54,049 - 054,10,12,41750,38750,0.844287425,0.909651613,2768,0
TRUCK,30,77,22700,77,073 - 078,10,23,26894,24894,0.844054436,0.911866313,3397,0
TRACTOR,132,85,19000,85,085 - 090,30,18,35657,32657,0.532854699,0.58180482,2408,1
TRUCK,30,101,18500,109,109 - 114,10,234,24315,21315,0.760847214,0.86793338,2750,0
TRUCK,110,119,13500,122,121 - 126,10,117,29539,26539,0.457022919,0.508685331,2785,1
TRACTOR,130,114,15500,124,121 - 126,10,330,27690,25690,0.55976887,0.603347606,3280,0
TRACTOR,170,74,33509,80,079 - 084,10,188,37216,34216,0.900392304,0.979337152,2443,0
TRUCK,60,123,14905,131,127 - 132,10,260,19192,16192,0.776625677,0.920516304,2390,0
TRUCK,10,65,13155,68,067 - 072,10,99,18200,17200,0.722802198,0.764825581,3284,0
TRAILER,200,109,9700,116,115 - 120,50,222,15250,14250,0.636065574,0.680701754,2682,0
TRUCK,80,79,26000,86,085 - 090,10,211,49872,46872,0.521334617,0.554702168,2785,1
TRACTOR,140,67,25250,74,073 - 078,10,210,41668,38668,0.605980609,0.652994724,3408,1
TRACTOR,170,68,34000,74,073 - 078,10,180,44900,39900,0.757238307,0.852130326,2444,0
TRUCK,60,70,18000,78,073 - 078,10,232,45986,42986,0.391423477,0.418740985,2785,1
TRUCK,80,78,22000,87,085 - 090,10,276,36795,33795,0.597907324,0.650983873,2382,0
TRUCK,30,65,29633,67,067 - 072,10,84,30688,28688,0.965621741,1.032940602,3172,0
TRUCK,60,90,23500,90,085 - 090,10,13,27731,26731,0.847427067,0.879129101,2344,0
TRUCK,60,58,32000,64,061 - 066,10,172,42192,39192,0.758437619,0.816493162,2682,0
TRUCK,60,82,11200,89,085 - 090,10,230,35122,35122,0.318888446,0.318888446,2619,1
